Time Step,Stress Ratio,Stress Ratio Change
10248,0.31479775,4.92E-06
10249,0.314804083,6.33E-06
10250,0.314810333,6.25E-06
10251,0.31481625,5.92E-06
10252,0.314822167,5.92E-06
10253,0.314827583,5.42E-06
10254,0.314833333,5.75E-06
10255,0.31483925,5.92E-06
10256,0.314845667,6.42E-06
10257,0.314850833,5.17E-06
10258,0.314856667,5.83E-06
10259,0.314862167,5.50E-06
10260,0.314867583,5.42E-06
10261,0.314874083,6.50E-06
10262,0.314879167,5.08E-06
10263,0.314884583,5.42E-06
10264,0.314890583,6.00E-06
10265,0.314895667,5.08E-06
10266,0.314901083,5.42E-06
10267,0.314908,6.92E-06
10268,0.314914333,6.33E-06
10269,0.314919333,5.00E-06
10270,0.314925083,5.75E-06
10271,0.31493,4.92E-06
10272,0.314936667,6.67E-06
10273,0.314942917,6.25E-06
10274,0.314947833,4.92E-06
10275,0.314953083,5.25E-06
10276,0.314958083,5.00E-06
10277,0.314964333,6.25E-06
10278,0.314970417,6.08E-06
10279,0.314976333,5.92E-06
10280,0.314982333,6.00E-06
10281,0.314988,5.67E-06
10282,0.314993833,5.83E-06
10283,0.315,6.17E-06
10284,0.31500525,5.25E-06
10285,0.3150105,5.25E-06
10286,0.315016333,5.83E-06
10287,0.3150225,6.17E-06
10288,0.315025167,2.67E-06
10289,0.315032,6.83E-06
10290,0.315036417,4.42E-06
10291,0.315041583,5.17E-06
10292,0.315047417,5.83E-06
10293,0.315054417,7.00E-06
10294,0.315059333,4.92E-06
10295,0.315063917,4.58E-06
10296,0.315070167,6.25E-06
10297,0.315076,5.83E-06
10298,0.315082417,6.42E-06
10299,0.315088,5.58E-06
10300,0.3150825,-5.50E-06
10301,0.315088167,5.67E-06
10302,0.315091583,3.42E-06
10303,0.315098833,7.25E-06
10304,0.315103833,5.00E-06
10305,0.315107333,3.50E-06
10306,0.315113833,6.50E-06
10307,0.31512075,6.92E-06
10308,0.31512825,7.50E-06
10309,0.31513475,6.50E-06
10310,0.31514025,5.50E-06
10311,0.31514475,4.50E-06
10312,0.31514875,4.00E-06
10313,0.315155,6.25E-06
10314,0.315161,6.00E-06
10315,0.315165583,4.58E-06
10316,0.315171583,6.00E-06
10317,0.315176667,5.08E-06
10318,0.315181583,4.92E-06
10319,0.315188417,6.83E-06
10320,0.315193583,5.17E-06
10321,0.315199083,5.50E-06
10322,0.315203917,4.83E-06
10323,0.31521125,7.33E-06
10324,0.31521525,4.00E-06
10325,0.315221583,6.33E-06
10326,0.315227583,6.00E-06
10327,0.315234,6.42E-06
10328,0.315239667,5.67E-06
10329,0.315245917,6.25E-06
10330,0.31525175,5.83E-06
10331,0.315257167,5.42E-06
10332,0.31526425,7.08E-06
10333,0.315268417,4.17E-06
10334,0.315273333,4.92E-06
10335,0.315277667,4.33E-06
10336,0.315283917,6.25E-06
10337,0.315289333,5.42E-06
10338,0.315291167,1.83E-06
10339,0.31529875,7.58E-06
10340,0.315303417,4.67E-06
10341,0.31530925,5.83E-06
10342,0.315315917,6.67E-06
10343,0.315321333,5.42E-06
10344,0.315327667,6.33E-06
10345,0.315332833,5.17E-06
10346,0.315336917,4.08E-06
10347,0.315342583,5.67E-06
10348,0.315348583,6.00E-06
10349,0.3153555,6.92E-06
10350,0.315360833,5.33E-06
10351,0.3153655,4.67E-06
10352,0.315370667,5.17E-06
10353,0.315376917,6.25E-06
10354,0.315384917,8.00E-06
10355,0.315389917,5.00E-06
10356,0.315395667,5.75E-06
10357,0.315400833,5.17E-06
10358,0.31540625,5.42E-06
10359,0.31541225,6.00E-06
10360,0.315418083,5.83E-06
10361,0.3154235,5.42E-06
10362,0.315430083,6.58E-06
10363,0.31543525,5.17E-06
10364,0.315440833,5.58E-06
10365,0.31544625,5.42E-06
10366,0.31545225,6.00E-06
10367,0.315456583,4.33E-06
10368,0.31544325,-1.33E-05
10369,0.315449,5.75E-06
10370,0.315454167,5.17E-06
10371,0.315460417,6.25E-06
10372,0.315467583,7.17E-06
10373,0.315473083,5.50E-06
10374,0.3154795,6.42E-06
10375,0.315485417,5.92E-06
10376,0.31548975,4.33E-06
10377,0.3154945,4.75E-06
10378,0.315499,4.50E-06
10379,0.315505417,6.42E-06
10380,0.315511667,6.25E-06
10381,0.315517833,6.17E-06
10382,0.315524083,6.25E-06
10383,0.315529917,5.83E-06
10384,0.315535333,5.42E-06
10385,0.315540917,5.58E-06
10386,0.315546667,5.75E-06
10387,0.315551667,5.00E-06
10388,0.31555725,5.58E-06
10389,0.31556375,6.50E-06
10390,0.315569583,5.83E-06
10391,0.3155855,1.59E-05
10392,0.315589833,4.33E-06
10393,0.31559625,6.42E-06
10394,0.315600417,4.17E-06
10395,0.315604083,3.67E-06
10396,0.315611667,7.58E-06
10397,0.315616833,5.17E-06
10398,0.315623583,6.75E-06
10399,0.315629667,6.08E-06
10400,0.315635917,6.25E-06
10401,0.3156415,5.58E-06
10402,0.315647833,6.33E-06
10403,0.315654417,6.58E-06
10404,0.315660167,5.75E-06
10405,0.315666917,6.75E-06
10406,0.315673,6.08E-06
10407,0.315678333,5.33E-06
10408,0.315683,4.67E-06
10409,0.315689417,6.42E-06
10410,0.315695,5.58E-06
10411,0.315701583,6.58E-06
10412,0.315707583,6.00E-06
10413,0.31571225,4.67E-06
10414,0.315719167,6.92E-06
10415,0.315725417,6.25E-06
10416,0.315729667,4.25E-06
10417,0.315736667,7.00E-06
10418,0.315742917,6.25E-06
10419,0.31574875,5.83E-06
10420,0.315754083,5.33E-06
10421,0.315760417,6.33E-06
10422,0.3157675,7.08E-06
10423,0.315773417,5.92E-06
10424,0.315779333,5.92E-06
10425,0.315752833,-2.65E-05
10426,0.315757917,5.08E-06
10427,0.315760583,2.67E-06
10428,0.3157675,6.92E-06
10429,0.315773167,5.67E-06
10430,0.315778917,5.75E-06
10431,0.315785,6.08E-06
10432,0.3157905,5.50E-06
10433,0.315796917,6.42E-06
10434,0.315802,5.08E-06
10435,0.315808167,6.17E-06
10436,0.315812917,4.75E-06
10437,0.315818583,5.67E-06
10438,0.315824833,6.25E-06
10439,0.31583025,5.42E-06
10440,0.315836167,5.92E-06
10441,0.315844083,7.92E-06
10442,0.315848333,4.25E-06
10443,0.315855083,6.75E-06
10444,0.31586025,5.17E-06
10445,0.31586625,6.00E-06
10446,0.31587125,5.00E-06
10447,0.315875667,4.42E-06
10448,0.3158815,5.83E-06
10449,0.315888833,7.33E-06
10450,0.315893917,5.08E-06
10451,0.315899083,5.17E-06
10452,0.315905083,6.00E-06
10453,0.31590975,4.67E-06
10454,0.31591425,4.50E-06
10455,0.31592025,6.00E-06
10456,0.31592475,4.50E-06
10457,0.315931083,6.33E-06
10458,0.315937,5.92E-06
10459,0.31594325,6.25E-06
10460,0.31594825,5.00E-06
10461,0.315954917,6.67E-06
10462,0.31595925,4.33E-06
10463,0.31596525,6.00E-06
10464,0.315967667,2.42E-06
10465,0.315972583,4.92E-06
10466,0.315978083,5.50E-06
10467,0.315984667,6.58E-06
10468,0.315991667,7.00E-06
10469,0.315998083,6.42E-06
10470,0.316003583,5.50E-06
10471,0.316008167,4.58E-06
10472,0.316014333,6.17E-06
10473,0.316020167,5.83E-06
10474,0.3160265,6.33E-06
10475,0.316033583,7.08E-06
10476,0.31603825,4.67E-06
10477,0.316045917,7.67E-06
10478,0.316051417,5.50E-06
10479,0.31605575,4.33E-06
10480,0.316061417,5.67E-06
10481,0.3160655,4.08E-06
10482,0.31607025,4.75E-06
10483,0.316072083,1.83E-06
10484,0.316074667,2.58E-06
10485,0.316075417,7.50E-07
10486,0.316077,1.58E-06
10487,0.316078667,1.67E-06
10488,0.316077333,-1.33E-06
10489,0.316075917,-1.42E-06
10490,0.316088083,1.22E-05
10491,0.31609,1.92E-06
10492,0.316091833,1.83E-06
10493,0.31609225,4.17E-07
10494,0.3160935,1.25E-06
10495,0.316092333,-1.17E-06
10496,0.3160845,-7.83E-06
10497,0.316069417,-1.51E-05
10498,0.3160075,-6.19E-05
10499,0.315299,-0.0007085
10500,0.314686083,-0.000612917
10501,0.314965583,0.0002795
10502,0.314995667,3.01E-05
10503,0.314916667,-7.90E-05
10504,0.314974667,5.80E-05
10505,0.315100667,0.000126
10506,0.315234833,0.000134166
10507,0.31533125,9.64E-05
10508,0.315458833,0.000127583
10509,0.315544833,8.60E-05
10510,0.315614667,6.98E-05
10511,0.31567975,6.51E-05
10512,0.315741167,6.14E-05
10513,0.31578725,4.61E-05
10514,0.31582975,4.25E-05
10515,0.315864167,3.44E-05
10516,0.315895667,3.15E-05
10517,0.3159235,2.78E-05
10518,0.315944833,2.13E-05
10519,0.315962417,1.76E-05
10520,0.315978,1.56E-05
10521,0.315992833,1.48E-05
10522,0.31600475,1.19E-05
10523,0.3160175,1.28E-05
10524,0.316028583,1.11E-05
10525,0.316038,9.42E-06
10526,0.316047833,9.83E-06
10527,0.3160575,9.67E-06
10528,0.316065667,8.17E-06
10529,0.316073417,7.75E-06
10530,0.316082333,8.92E-06
10531,0.316089,6.67E-06
10532,0.316095417,6.42E-06
10533,0.316101,5.58E-06
10534,0.316108083,7.08E-06
10535,0.316112833,4.75E-06
10536,0.31612025,7.42E-06
10537,0.31612725,7.00E-06
10538,0.316133167,5.92E-06
10539,0.316139667,6.50E-06
10540,0.316146167,6.50E-06
10541,0.316152833,6.67E-06
10542,0.316158917,6.08E-06
10543,0.316166083,7.17E-06
10544,0.31617125,5.17E-06
10545,0.31617875,7.50E-06
10546,0.316185917,7.17E-06
10547,0.316190917,5.00E-06
10548,0.31619725,6.33E-06
10549,0.316205083,7.83E-06
10550,0.316211917,6.83E-06
10551,0.31621725,5.33E-06
10552,0.316219917,2.67E-06
10553,0.316192417,-2.75E-05
10554,0.315894417,-0.000298
10555,0.315409833,-0.000484584
10556,0.315323583,-8.62E-05
10557,0.315415583,9.20E-05
10558,0.315329667,-8.59E-05
10559,0.315261333,-6.83E-05
10560,0.31531675,5.54E-05
10561,0.315408917,9.22E-05
10562,0.315432333,2.34E-05
10563,0.315434583,2.25E-06
10564,0.315456583,2.20E-05
10565,0.315488667,3.21E-05
10566,0.315519083,3.04E-05
10567,0.315543083,2.40E-05
10568,0.31555125,8.17E-06
10569,0.315568167,1.69E-05
10570,0.315583417,1.52E-05
10571,0.315593417,1.00E-05
10572,0.3156005,7.08E-06
10573,0.315602083,1.58E-06
10574,0.315216083,-0.000386
10575,0.315333167,0.000117084
10576,0.3153255,-7.67E-06
10577,0.3152865,-3.90E-05
10578,0.3152735,-1.30E-05
10579,0.31522,-5.35E-05
10580,0.315005833,-0.000214167
10581,0.314463167,-0.000542666
10582,0.314079583,-0.000383584
10583,0.314290333,0.00021075
10584,0.314283583,-6.75E-06
10585,0.314185583,-9.80E-05
10586,0.314217,3.14E-05
10587,0.314275167,5.82E-05
10588,0.314335583,6.04E-05
10589,0.314399833,6.43E-05
10590,0.314451583,5.17E-05
10591,0.314507,5.54E-05
10592,0.314531083,2.41E-05
10593,0.31457075,3.97E-05
10594,0.314599583,2.88E-05
10595,0.314630083,3.05E-05
10596,0.31466125,3.12E-05
10597,0.314688,2.68E-05
10598,0.314711167,2.32E-05
10599,0.314731333,2.02E-05
10600,0.314749667,1.83E-05
10601,0.314766583,1.69E-05
10602,0.31478475,1.82E-05
10603,0.314794917,1.02E-05
10604,0.314807833,1.29E-05
10605,0.314821917,1.41E-05
10606,0.314833667,1.17E-05
10607,0.314841917,8.25E-06
10608,0.314850083,8.17E-06
10609,0.314858583,8.50E-06
10610,0.314868667,1.01E-05
10611,0.314876083,7.42E-06
10612,0.314884167,8.08E-06
10613,0.314892,7.83E-06
10614,0.31489875,6.75E-06
10615,0.31490575,7.00E-06
10616,0.3149135,7.75E-06
10617,0.3149215,8.00E-06
10618,0.314926,4.50E-06
10619,0.314932167,6.17E-06
10620,0.314939917,7.75E-06
10621,0.314937083,-2.83E-06
10622,0.314942333,5.25E-06
10623,0.31494975,7.42E-06
10624,0.314955667,5.92E-06
10625,0.314962167,6.50E-06
10626,0.314968,5.83E-06
10627,0.31497375,5.75E-06
10628,0.314980667,6.92E-06
10629,0.314985833,5.17E-06
10630,0.314991167,5.33E-06
10631,0.314999167,8.00E-06
10632,0.315005083,5.92E-06
10633,0.315011167,6.08E-06
10634,0.31501625,5.08E-06
10635,0.315022833,6.58E-06
10636,0.31503,7.17E-06
10637,0.315035417,5.42E-06
10638,0.315048417,1.30E-05
10639,0.31505325,4.83E-06
10640,0.315059,5.75E-06
10641,0.31506575,6.75E-06
10642,0.31507075,5.00E-06
10643,0.315077167,6.42E-06
10644,0.315082667,5.50E-06
10645,0.315089417,6.75E-06
10646,0.315094167,4.75E-06
10647,0.315101583,7.42E-06
10648,0.315107417,5.83E-06
10649,0.315111917,4.50E-06
10650,0.315118417,6.50E-06
10651,0.315124667,6.25E-06
10652,0.315130333,5.67E-06
10653,0.315136167,5.83E-06
10654,0.315142,5.83E-06
10655,0.315147333,5.33E-06
10656,0.315152583,5.25E-06
10657,0.315157917,5.33E-06
10658,0.315164167,6.25E-06
10659,0.31517,5.83E-06
10660,0.315177333,7.33E-06
10661,0.3151855,8.17E-06
10662,0.3151905,5.00E-06
10663,0.315194167,3.67E-06
10664,0.315199083,4.92E-06
10665,0.315200583,1.50E-06
10666,0.315206833,6.25E-06
10667,0.315211583,4.75E-06
10668,0.315216917,5.33E-06
10669,0.315223583,6.67E-06
10670,0.315228667,5.08E-06
10671,0.315235917,7.25E-06
10672,0.315242667,6.75E-06
10673,0.315248917,6.25E-06
10674,0.315255083,6.17E-06
10675,0.315259667,4.58E-06
10676,0.315265833,6.17E-06
10677,0.315272917,7.08E-06
10678,0.315279167,6.25E-06
10679,0.315283667,4.50E-06
10680,0.315289583,5.92E-06
10681,0.315295917,6.33E-06
10682,0.315300583,4.67E-06
10683,0.315306583,6.00E-06
10684,0.315313167,6.58E-06
10685,0.3153185,5.33E-06
10686,0.315325333,6.83E-06
10687,0.315331917,6.58E-06
10688,0.315337833,5.92E-06
10689,0.315344833,7.00E-06
10690,0.315351167,6.33E-06
10691,0.315356667,5.50E-06
10692,0.315362417,5.75E-06
10693,0.315369583,7.17E-06
10694,0.315376333,6.75E-06
10695,0.315383333,7.00E-06
10696,0.3153865,3.17E-06
10697,0.315392167,5.67E-06
10698,0.315396917,4.75E-06
10699,0.315403333,6.42E-06
10700,0.315409417,6.08E-06
10701,0.31541525,5.83E-06
10702,0.315420083,4.83E-06
10703,0.315426167,6.08E-06
10704,0.315433583,7.42E-06
10705,0.31543875,5.17E-06
10706,0.315444333,5.58E-06
10707,0.315450583,6.25E-06
10708,0.315455,4.42E-06
10709,0.315461167,6.17E-06
10710,0.31546575,4.58E-06
10711,0.315473333,7.58E-06
10712,0.3154795,6.17E-06
10713,0.315483417,3.92E-06
10714,0.3154875,4.08E-06
10715,0.31549475,7.25E-06
10716,0.315500333,5.58E-06
10717,0.315506417,6.08E-06
10718,0.315513,6.58E-06
10719,0.315519583,6.58E-06
10720,0.315524583,5.00E-06
10721,0.3155305,5.92E-06
10722,0.315536417,5.92E-06
10723,0.315541,4.58E-06
10724,0.315546417,5.42E-06
10725,0.315553083,6.67E-06
10726,0.315559667,6.58E-06
10727,0.315566,6.33E-06
10728,0.315572167,6.17E-06
10729,0.315577333,5.17E-06
10730,0.3155815,4.17E-06
10731,0.31558875,7.25E-06
10732,0.3155875,-1.25E-06
10733,0.315592917,5.42E-06
10734,0.31559725,4.33E-06
10735,0.31560475,7.50E-06
10736,0.315611833,7.08E-06
10737,0.315617667,5.83E-06
10738,0.315623167,5.50E-06
10739,0.315626833,3.67E-06
10740,0.315632,5.17E-06
10741,0.31563775,5.75E-06
10742,0.315643667,5.92E-06
10743,0.315651167,7.50E-06
10744,0.31565775,6.58E-06
10745,0.31566325,5.50E-06
10746,0.315669,5.75E-06
10747,0.315671,2.00E-06
10748,0.315677083,6.08E-06
10749,0.31568425,7.17E-06
10750,0.315690333,6.08E-06
10751,0.315697083,6.75E-06
10752,0.31570425,7.17E-06
10753,0.315712,7.75E-06
10754,0.31571875,6.75E-06
10755,0.3157245,5.75E-06
10756,0.315729583,5.08E-06
10757,0.315735417,5.83E-06
10758,0.315741917,6.50E-06
10759,0.315748583,6.67E-06
10760,0.315755,6.42E-06
10761,0.31576075,5.75E-06
10762,0.315768667,7.92E-06
10763,0.315774667,6.00E-06
10764,0.315780917,6.25E-06
10765,0.315787,6.08E-06
10766,0.3157925,5.50E-06
10767,0.315798333,5.83E-06
10768,0.315804083,5.75E-06
10769,0.315808667,4.58E-06
10770,0.31581425,5.58E-06
10771,0.31582,5.75E-06
10772,0.31582675,6.75E-06
10773,0.315832167,5.42E-06
10774,0.31583775,5.58E-06
10775,0.315807917,-2.98E-05
10776,0.315815083,7.17E-06
10777,0.315822083,7.00E-06
10778,0.31582875,6.67E-06
10779,0.31583475,6.00E-06
10780,0.315840667,5.92E-06
10781,0.315846417,5.75E-06
10782,0.315851,4.58E-06
10783,0.315858,7.00E-06
10784,0.315864083,6.08E-06
10785,0.31587,5.92E-06
10786,0.315876083,6.08E-06
10787,0.31588275,6.67E-06
10788,0.31588875,6.00E-06
10789,0.315894917,6.17E-06
10790,0.315900833,5.92E-06
10791,0.315904167,3.33E-06
10792,0.315912083,7.92E-06
10793,0.315918417,6.33E-06
10794,0.315924917,6.50E-06
10795,0.31593,5.08E-06
10796,0.315936417,6.42E-06
10797,0.315942333,5.92E-06
10798,0.315948083,5.75E-06
10799,0.315953833,5.75E-06
10800,0.315958333,4.50E-06
10801,0.315965,6.67E-06
10802,0.31597275,7.75E-06
10803,0.315978167,5.42E-06
10804,0.315984,5.83E-06
10805,0.31599,6.00E-06
10806,0.315995333,5.33E-06
10807,0.316000833,5.50E-06
10808,0.316006333,5.50E-06
10809,0.316012,5.67E-06
10810,0.316018833,6.83E-06
10811,0.3160245,5.67E-06
10812,0.316030333,5.83E-06
10813,0.316037417,7.08E-06
10814,0.316043,5.58E-06
10815,0.3160505,7.50E-06
10816,0.316057083,6.58E-06
10817,0.31606175,4.67E-06
10818,0.316067167,5.42E-06
10819,0.31607225,5.08E-06
10820,0.3160775,5.25E-06
10821,0.3160835,6.00E-06
10822,0.316091417,7.92E-06
10823,0.316099167,7.75E-06
10824,0.31610525,6.08E-06
10825,0.3161075,2.25E-06
10826,0.316112667,5.17E-06
10827,0.3161185,5.83E-06
10828,0.316125417,6.92E-06
10829,0.316130333,4.92E-06
10830,0.31613625,5.92E-06
10831,0.316143667,7.42E-06
10832,0.316149083,5.42E-06
10833,0.316154583,5.50E-06
10834,0.3161605,5.92E-06
10835,0.316167583,7.08E-06
10836,0.316172417,4.83E-06
10837,0.316179583,7.17E-06
10838,0.316185833,6.25E-06
10839,0.316189833,4.00E-06
10840,0.316196667,6.83E-06
10841,0.3162025,5.83E-06
10842,0.316207583,5.08E-06
10843,0.316212917,5.33E-06
10844,0.316219417,6.50E-06
10845,0.316225167,5.75E-06
10846,0.316232,6.83E-06
10847,0.316238167,6.17E-06
10848,0.316244,5.83E-06
10849,0.3162515,7.50E-06
10850,0.316256083,4.58E-06
10851,0.316262333,6.25E-06
10852,0.31626775,5.42E-06
10853,0.316273833,6.08E-06
10854,0.316279833,6.00E-06
10855,0.31628625,6.42E-06
10856,0.316298917,1.27E-05
10857,0.31630525,6.33E-06
10858,0.316310833,5.58E-06
10859,0.316316333,5.50E-06
10860,0.316322583,6.25E-06
10861,0.316328,5.42E-06
10862,0.31633475,6.75E-06
10863,0.316339417,4.67E-06
10864,0.316346917,7.50E-06
10865,0.316354,7.08E-06
10866,0.3163595,5.50E-06
10867,0.316366417,6.92E-06
10868,0.31637375,7.33E-06
10869,0.316379417,5.67E-06
10870,0.316385167,5.75E-06
10871,0.316389167,4.00E-06
10872,0.3163945,5.33E-06
10873,0.31640225,7.75E-06
10874,0.316408333,6.08E-06
10875,0.316413333,5.00E-06
10876,0.316419583,6.25E-06
10877,0.3164255,5.92E-06
10878,0.31643225,6.75E-06
10879,0.316438417,6.17E-06
10880,0.316444,5.58E-06
10881,0.316449917,5.92E-06
10882,0.316455583,5.67E-06
10883,0.316461917,6.33E-06
10884,0.316467583,5.67E-06
10885,0.316467083,-5.00E-07
10886,0.316472,4.92E-06
10887,0.3164785,6.50E-06
10888,0.316485667,7.17E-06
10889,0.316491667,6.00E-06
10890,0.316496917,5.25E-06
10891,0.316503833,6.92E-06
10892,0.316506417,2.58E-06
10893,0.316511583,5.17E-06
10894,0.316519,7.42E-06
10895,0.316524417,5.42E-06
10896,0.31653125,6.83E-06
10897,0.316535333,4.08E-06
10898,0.316542,6.67E-06
10899,0.316548167,6.17E-06
10900,0.3165525,4.33E-06
10901,0.31655775,5.25E-06
10902,0.316564667,6.92E-06
10903,0.316572083,7.42E-06
10904,0.316577833,5.75E-06
10905,0.31658375,5.92E-06
10906,0.316590167,6.42E-06
10907,0.316595,4.83E-06
10908,0.316600917,5.92E-06
10909,0.316605167,4.25E-06
10910,0.316611667,6.50E-06
10911,0.316616417,4.75E-06
10912,0.316622917,6.50E-06
10913,0.316628583,5.67E-06
10914,0.316634667,6.08E-06
10915,0.316640917,6.25E-06
10916,0.316646083,5.17E-06
10917,0.316652167,6.08E-06
10918,0.31665825,6.08E-06
10919,0.31666425,6.00E-06
10920,0.316669917,5.67E-06
10921,0.316675333,5.42E-06
10922,0.31668,4.67E-06
10923,0.316686583,6.58E-06
10924,0.31669225,5.67E-06
10925,0.31669825,6.00E-06
10926,0.316704917,6.67E-06
10927,0.316711167,6.25E-06
10928,0.316716167,5.00E-06
10929,0.316722583,6.42E-06
10930,0.316728917,6.33E-06
10931,0.31673575,6.83E-06
10932,0.316742667,6.92E-06
10933,0.316747333,4.67E-06
10934,0.31675325,5.92E-06
10935,0.31675925,6.00E-06
10936,0.316765,5.75E-06
10937,0.31677025,5.25E-06
10938,0.316777583,7.33E-06
10939,0.316783917,6.33E-06
10940,0.316789417,5.50E-06
10941,0.316794833,5.42E-06
10942,0.31679925,4.42E-06
10943,0.316805667,6.42E-06
10944,0.316812583,6.92E-06
10945,0.3168195,6.92E-06
10946,0.316826417,6.92E-06
10947,0.316832083,5.67E-06
10948,0.316835917,3.83E-06
10949,0.316840917,5.00E-06
10950,0.316847667,6.75E-06
10951,0.316852583,4.92E-06
10952,0.316858583,6.00E-06
10953,0.31686525,6.67E-06
10954,0.3168715,6.25E-06
10955,0.316876833,5.33E-06
10956,0.316882667,5.83E-06
10957,0.316888333,5.67E-06
10958,0.31689425,5.92E-06
10959,0.316899083,4.83E-06
10960,0.316904833,5.75E-06
10961,0.316910917,6.08E-06
10962,0.316917167,6.25E-06
10963,0.316922083,4.92E-06
10964,0.316929083,7.00E-06
10965,0.316935167,6.08E-06
10966,0.31694175,6.58E-06
10967,0.316947417,5.67E-06
10968,0.316954583,7.17E-06
10969,0.316959417,4.83E-06
10970,0.316965583,6.17E-06
10971,0.3169715,5.92E-06
10972,0.316977333,5.83E-06
10973,0.31698275,5.42E-06
10974,0.316989917,7.17E-06
10975,0.316995583,5.67E-06
10976,0.3170015,5.92E-06
10977,0.317008333,6.83E-06
10978,0.31700675,-1.58E-06
10979,0.31701375,7.00E-06
10980,0.3170215,7.75E-06
10981,0.317027167,5.67E-06
10982,0.317033583,6.42E-06
10983,0.317038833,5.25E-06
10984,0.317044417,5.58E-06
10985,0.31703725,-7.17E-06
10986,0.317043,5.75E-06
10987,0.31705325,1.02E-05
10988,0.31705775,4.50E-06
10989,0.317062917,5.17E-06
10990,0.317069417,6.50E-06
10991,0.317074417,5.00E-06
10992,0.317080333,5.92E-06
10993,0.317086083,5.75E-06
10994,0.3170825,-3.58E-06
10995,0.31708825,5.75E-06
10996,0.317093833,5.58E-06
10997,0.317098917,5.08E-06
10998,0.317104917,6.00E-06
10999,0.317112583,7.67E-06
11000,0.317116917,4.33E-06
11001,0.317122583,5.67E-06
11002,0.317128583,6.00E-06
11003,0.317135667,7.08E-06
11004,0.317141,5.33E-06
11005,0.317147667,6.67E-06
11006,0.317152833,5.17E-06
11007,0.317158667,5.83E-06
11008,0.317164,5.33E-06
11009,0.31717125,7.25E-06
11010,0.317176833,5.58E-06
11011,0.317183167,6.33E-06
11012,0.317189417,6.25E-06
11013,0.317194917,5.50E-06
11014,0.317200083,5.17E-06
11015,0.317205083,5.00E-06
11016,0.317211417,6.33E-06
11017,0.31721475,3.33E-06
11018,0.317221917,7.17E-06
11019,0.317228583,6.67E-06
11020,0.31723425,5.67E-06
11021,0.317238167,3.92E-06
11022,0.317244917,6.75E-06
11023,0.317251083,6.17E-06
11024,0.317255417,4.33E-06
11025,0.317261333,5.92E-06
11026,0.317267583,6.25E-06
11027,0.31727225,4.67E-06
11028,0.31727975,7.50E-06
11029,0.317286167,6.42E-06
11030,0.31728625,8.30E-08
11031,0.317291917,5.67E-06
11032,0.317296583,4.67E-06
11033,0.3173035,6.92E-06
11034,0.31730875,5.25E-06
11035,0.317315,6.25E-06
11036,0.317321833,6.83E-06
11037,0.317326667,4.83E-06
11038,0.317333083,6.42E-06
11039,0.317339833,6.75E-06
11040,0.317345667,5.83E-06
11041,0.317351667,6.00E-06
11042,0.317357667,6.00E-06
11043,0.31736325,5.58E-06
11044,0.317368167,4.92E-06
11045,0.317374833,6.67E-06
11046,0.317379833,5.00E-06
11047,0.317386833,7.00E-06
11048,0.317392833,6.00E-06
11049,0.317397917,5.08E-06
11050,0.317404167,6.25E-06
11051,0.317410583,6.42E-06
11052,0.317416667,6.08E-06
11053,0.317423167,6.50E-06
11054,0.31742925,6.08E-06
11055,0.31743475,5.50E-06
11056,0.31744075,6.00E-06
11057,0.317445583,4.83E-06
11058,0.317452417,6.83E-06
11059,0.317459167,6.75E-06
11060,0.317463333,4.17E-06
11061,0.31747025,6.92E-06
11062,0.317475167,4.92E-06
11063,0.317481417,6.25E-06
11064,0.317486917,5.50E-06
11065,0.317492917,6.00E-06
11066,0.3174985,5.58E-06
11067,0.31750275,4.25E-06
11068,0.317509917,7.17E-06
11069,0.317516083,6.17E-06
11070,0.317521917,5.83E-06
11071,0.317528,6.08E-06
11072,0.317532917,4.92E-06
11073,0.317543917,1.10E-05
11074,0.3175505,6.58E-06
11075,0.317557583,7.08E-06
11076,0.31756375,6.17E-06
11077,0.317569,5.25E-06
11078,0.31757475,5.75E-06
11079,0.317580417,5.67E-06
11080,0.317586,5.58E-06
11081,0.317591833,5.83E-06
11082,0.3175985,6.67E-06
11083,0.3176045,6.00E-06
11084,0.31761025,5.75E-06
11085,0.317615333,5.08E-06
11086,0.31762275,7.42E-06
11087,0.317627917,5.17E-06
11088,0.31763625,8.33E-06
11089,0.317643,6.75E-06
11090,0.317648917,5.92E-06
11091,0.317655333,6.42E-06
11092,0.31765975,4.42E-06
11093,0.317667,7.25E-06
11094,0.317673667,6.67E-06
11095,0.317678333,4.67E-06
11096,0.317684,5.67E-06
11097,0.317690333,6.33E-06
11098,0.31769575,5.42E-06
11099,0.3177015,5.75E-06
11100,0.317706583,5.08E-06
11101,0.31771325,6.67E-06
11102,0.317717833,4.58E-06
11103,0.317724,6.17E-06
11104,0.31773,6.00E-06
11105,0.31773725,7.25E-06
11106,0.317743667,6.42E-06
11107,0.317749083,5.42E-06
11108,0.317754167,5.08E-06
11109,0.317759833,5.67E-06
11110,0.317766167,6.33E-06
11111,0.317772667,6.50E-06
11112,0.31777925,6.58E-06
11113,0.3177845,5.25E-06
11114,0.317791,6.50E-06
11115,0.3177965,5.50E-06
11116,0.31780225,5.75E-06
11117,0.317808,5.75E-06
11118,0.317814,6.00E-06
11119,0.31782125,7.25E-06
11120,0.31782575,4.50E-06
11121,0.317832583,6.83E-06
11122,0.317838667,6.08E-06
11123,0.317843417,4.75E-06
11124,0.317848583,5.17E-06
